entity1	entity2	left	middle	right	article
Chevron	Exxon Mobil	"
India's top refiner will exercise its option to buy Urals crude under this first annual deal with Rosneft whenever the price is low en"	" compensate for freight costs, an IOC source said.
The contract gives IOC has the option to take as much as 40,000 bpd of oil this year, said the source, who declined to be named as he is not authorized to speak to the media.
Indian state refiners typically buy Russian oil via the spot market rather than under contract. The nation's crude imports from Russia have typically been low sin"	ght costs tend to exceed those for Middle East supplies.	620fa740da65adfed100fa72
Exxon Mobil	Abu Dhabi National	"
Prime Minister Narendra Modi met chief executives of firms including "	, BP Plc, Royal Dutch Shell, Rosneft Oil Co, Saudi Aramco and 	 (Adnoc) in Houston.	620fa740da65adfed100fa72
Exxon Mobil	Abu Dhabi National	"
Bank of America analysts estimated that separating the projects would pare the cost savings by a third and delay first production from Papua LNG"	"hs to 2026.
“The two projects are rather entwined. There's a b"	now.	620fa741da65adfed100fa7e
Exxon Mobil	Oil Search	MELBOURNE (Reuters) - Plans to double gas exports from Papua New Guinea within the next four years are in doubt after the government walked away from talks with 	" on a key gas project needed for the $13 billion expansion.
Papua New Guinea Prime Minister James Marape on Friday called off negotiations with Exxon on the P'nyang field, blaming the energy giant for failing to budge on a proposed deal that was “out of the money”.
The expansion of liquefied natural gas exports is crucial for the impoverished Pacific nation, but is vying with several proposed LNG projects in Australia, Mozambique, Qatar, Russia and the United States.
One of Exxon's partners in the PNG project, "	, said on Monday the terms the government had sought would have made the project unprofitable.	620fa741da65adfed100fa7e
Exxon Mobil	Chevron	"
Average realised"	"s prices for 2019 were 5% lower than 2018, Oil Search said. Global LNG prices came under pressure last year due to an oversupply as several large scale projects came online.
Meanwhile, Oil Search said talks between the Papua New Guinea government and Exxon Mobil are continuing over the planned development of the P'nyang gas field.
In November, the PNG government said Exxon was unwilling to negotiate on the country's terms, adding it would suspend talks until the U.S. oil giant was willing to give it its “fair share” of the deal.
Oil Search said on Tuesday that talks had recommenced early 2020 and were still ongoing.
The P'nyang agreement forms one of two pacts needed by Exxon and its partners, among which are Total SA, Oil Search and Santos, for their $13 billion plan to double the country's LNG exports.
For the quarter, revenue fell to $446.7 million from $503.1 million a year ago, while production was 5.8% lower at 7.01 mmboe following damage to a mooring chain.
The result was just below a forecast for production of 7.3 mmboe and revenue at $478 million by RBC Capital Markets analysts. Fourth quarter production was still up 3% from the third quarter, while revenue was up 24%."		620fa742da65adfed100fa8d
Oil Search	Exxon Mobil	"
Meanwhile, "	 said talks between the Papua New Guinea government and 	 are continuing over the planned development of the P'nyang gas field.	620fa742da65adfed100fa8d
Exxon Mobil	Oil Search	"
Meanwhile, Oil Search said talks between the Papua New Guinea government and "	" are continuing over the planned development of the P'nyang gas field.
In November, the PNG government said Exxon was unwilling to negotiate on the country's terms, adding it would suspend talks until the U.S. oil giant was willing to give it its “fair share” of the deal.
"	 said on Tuesday that talks had recommenced early 2020 and were still ongoing.	620fa742da65adfed100fa8d
Oil Search	Exxon Mobil	"
Shares of the online retailer surged 9.2% after the company trumped Wall Street's estimates for holiday-quarter results, putting it back in the $1 trillion market capitalizati"	ains in Amazon helped the consumer discretionary index r	hile most other major indexes were in the red, with energy stocks tumbling 2.4%.	620fa742da65adfed100fa94
Exxon Mobil	Oil Search	"
Gains in Amazon helped the consumer discretionary index r"	"hile most other major indexes were in the red, with energy stocks tumbling 2.4%.
Wall Street indexes are on course to end the week on a poor note as virus fears continue to grip financial markets, although corporate earnings have been largely positive so far.
The World Hea"	zation declared the epidemic a global emergency on Thursday after the fast-spreading virus killed more than 200 people in China and infected thousands globally.	620fa742da65adfed100fa94
Exxon Mobil	Chevron	"
Oil majors "	 and 	 dropped about 3% after disappointing results.	620fa742da65adfed100fa94
Exxon Mobil	Chevron	"
Oil majors "	 and 	 dropped about 3% after disappointing results.	620fa742da65adfed100fa94
Exxon Mobil	Chevron	"
Visa Inc (V.N) fell 2.7% as it fell short of analysts' est"	irst-	 revenue and warned revenue would be crimped by incentives it provide to banking clients in 2020.	620fa743da65adfed100fa9a
Exxon Mobil	Chevron	"
Oil majors "	 (XOM.N) and 	 (CVX.N) dropped about 3% after disappointing results.	620fa743da65adfed100fa9a
Exxon Mobil	Chevron	"
Oil majors "	 (XOM.N) and 	 (CVX.N) dropped about 3% after disappointing results.	620fa743da65adfed100fa9a
American	Delta Air Lines	He thought the U.S. State Department was wise to warn 	" against nonessential travel to China because of the epidemic, which has infected nearly 10,000 people. But he wanted to shepherd his parents home.
"	 (DAL.N) and American (AAL.O) joined other airlines on Friday in suspending all remaining U.S.-China flights.	620fa744da65adfed100faaa
Delta Air Lines	American	"
"	 (DAL.N) and 	 (AAL.O) joined other airlines on Friday in suspending all remaining U.S.-China flights.	620fa744da65adfed100faaa
American	Delta Air Lines	He thought the U.S. State Department was wise to warn 	" against nonessential travel to China because of the epidemic, which has infected nearly 10,000 people. But he wanted to shepherd his parents home.
"	 and American joined other airlines on Friday in suspending all remaining U.S.-China flights.	620fa744da65adfed100faae
Delta Air Lines	American	"
"	 and 	 joined other airlines on Friday in suspending all remaining U.S.-China flights.	620fa744da65adfed100faae
United	American	"
Airlines and travel stocks fell again, with "	 and 	 shedding about 4%.	620fa745da65adfed100faba
United	American	"
Airlines and travel stocks fell again, with "	) and 	 (AAL.O) shedding about 4%.	620fa745da65adfed100fac1
United Parcel	FedEx	Once Chinese production recovers, dedicated cargo carriers like 	 (UPS.N), 	 (FDX.N) and DHL stand to benefit most, said Cowen analyst Helane Becker.	620fa749da65adfed100fb02
Boeing	Federal	An employee works near a Boeing 737 Max aircraft at 	"'s 737 Max production facility in Renton, Washington, U.S. December 16, 2019. REUTERS/Lindsey Wasson/File Photo
The messages, disclosed on Thursday, show attempts to duck regulatory scrutiny with employees disparaging the plane, the company, the "	 and foreign aviation regulators.	620fa749da65adfed100fb03
Boeing	Federal	"
The WSJ report comes a day after "	 and the 	 confirmed they were reviewing a wiring issue that could potentially cause a short circuit on the grounded 737 MAX.	620fa749da65adfed100fb06
Federal	Boeing	"
The WSJ report comes a day after Boeing and the "	" confirmed they were reviewing a wiring issue that could potentially cause a short circuit on the grounded 737 MAX.
Last month, "	's board fired Chief Executive Dennis Muilenburg after he repeatedly failed to contain the fallout from the crisis, which has cost the company $9 billion, and hurt suppliers and airlines.	620fa749da65adfed100fb06
Boeing	Federal	"
Boeing shares were down 5% at $307.88 after t"	"s.
Reuter"	ted last week that regulators had been pushing back the time needed to approve the plane, which has been grounded since the second fatal crash in March.	620fa749da65adfed100fb0e
Federal	Boeing	"
Reuter"	ted last week that regulators had been pushing back the time needed to approve the plane, which has been grounded since the seco	al crash in March.	620fa749da65adfed100fb0e
Boeing	Spirit	A train transports a 	 737 fuselage manufactured by 	 AeroSystems near Bozeman, Montana, U.S., July 25, 2019.	620fa749da65adfed100fb11
Spirit	Boeing	"REUTERS/Charles Eckert/File Photo
(Reuters) - "	, 	's largest supplier, said on Friday it would slash its quarterly dividend to just 1 cent per share as it grapples with the grounding of the planemaker's 737 MAX jets.	620fa749da65adfed100fb11
Boeing	Spirit	"REUTERS/Charles Eckert/File Photo
(Reuters) - Spirit, "	"'s largest supplier, said on Friday it would slash its quarterly dividend to just 1 cent per share as it grapples with the grounding of the planemaker's 737 MAX jets.
“The Company's Board will consider further action with respect to the dividend in the future, upon the MAX's return to service and further production stabilization,” Chief Executive Officer Tom Gentile said in a statement.
"	 last paid a dividend of 12 cents per share.	620fa749da65adfed100fb11
Boeing	Spirit	A train transports a 	 737 fuselage manufactured by 	 AeroSystems near Bozeman, Montana, U.S., July 25, 2019.	620fa74ada65adfed100fb12
Spirit	Boeing	"REUTERS/Charles Eckert/File Photo
(Reuters) - "	, 	's largest supplier, said on Friday it would slash its quarterly dividend to just 1 cent per share as it grapples with the grounding of the planemaker's 737 MAX jets.	620fa74ada65adfed100fb12
Boeing	Spirit	"REUTERS/Charles Eckert/File Photo
(Reuters) - Spirit, "	"'s largest supplier, said on Friday it would slash its quarterly dividend to just 1 cent per share as it grapples with the grounding of the planemaker's 737 MAX jets.
“The Company's Board will consider further action with respect to the dividend in the future, upon the MAX's return to service and further production stabilization,” "	 Chief Executive Officer Tom Gentile said in a statement.	620fa74ada65adfed100fb12
Spirit	Boeing	"
"	" last paid a dividend of 12 cents per share.
"	 last month halted production of the MAX, which has been grounded for more than 10 months following two fatal crashes that killed 346 people.	620fa74ada65adfed100fb12
Boeing	Spirit	"
"	" last month halted production of the MAX, which has been grounded for more than 10 months following two fatal crashes that killed 346 people.
"	 said Boeing will pay the company $225 million in the first quarter of 2020 to support 737 MAX aircraft production, which will gradually restart sometime this year once regulators clear the jet to fly again.	620fa74ada65adfed100fb12
Spirit	Boeing	"
"	 said 	 will pay the company $225 million in the first quarter of 2020 to support 737 MAX aircraft production, which will gradually restart sometime this year once regulators clear the jet to fly again.	620fa74ada65adfed100fb12
